Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code,Product ID,Sales,Quantity,Discount,Profit
CA-2017-120999,8/27/2014,9/1/2014,Second Class,ZD-21925,94109,OFF-AR-10003056,8.56,2,0,2.4824
CA-2016-101343,8/27/2014,9/1/2014,Second Class,ZD-21925,94109,TEC-PH-10001949,213.48,3,0.2,16.011
CA-2017-139619,8/27/2014,9/1/2014,Second Class,ZD-21925,94109,OFF-BI-10002215,22.72,4,0.2,7.384
CA-2016-118255,12/9/2016,12/13/2016,Standard Class,KB-16585,68025,OFF-AR-10000246,19.46,7,0,5.0596
CA-2014-146703,12/9/2016,12/13/2016,Standard Class,KB-16585,68025,OFF-AP-10001492,60.34,7,0,15.6884
CA-2016-169194,7/16/2017,7/18/2017,Second Class,SF-20065,19140,FUR-CH-10002774,71.372,2,0.3,-1.0196
CA-2015-115742,9/25/2015,9/30/2015,Standard Class,EB-13870,84057,FUR-TA-10000577,1044.63,3,0,240.2649
CA-2016-105816,1/16/2016,1/20/2016,Second Class,EH-13945,90049,OFF-BI-10001634,11.648,2,0.2,4.2224
CA-2016-111682,1/16/2016,1/20/2016,Second Class,EH-13945,90049,TEC-AC-10003027,90.57,3,0,11.7741
CA-2015-135545,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,FUR-BO-10004834,3083.43,7,0.5,-1665.0522
US-2015-164175,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,OFF-BI-10000474,9.618,2,0.7,-7.0532
CA-2014-106376,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,FUR-FU-10004848,124.2,3,0.2,15.525
CA-2016-119823,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,OFF-EN-10001509,3.264,2,0.2,1.1016
CA-2016-106075,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,OFF-AR-10004042,86.304,6,0.2,9.7092
CA-2017-114440,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,OFF-BI-10001525,6.858,6,0.7,-5.715
US-2015-134026,9/17/2015,9/21/2015,Standard Class,TB-21520,19140,OFF-AR-10001683,15.76,2,0.2,3.546
US-2017-118038,10/19/2017,10/23/2017,Second Class,MA-17560,77095,OFF-PA-10000249,29.472,3,0.2,9.9468
US-2014-147606,12/8/2016,12/10/2016,First Class,GH-14485,75080,TEC-PH-10004977,1097.544,7,0.2,123.4737
CA-2016-127208,12/8/2016,12/10/2016,First Class,GH-14485,75080,FUR-FU-10003664,190.92,5,0.6,-147.963
CA-2014-139451,12/27/2015,12/31/2015,Standard Class,SN-20710,77041,OFF-EN-10002986,113.328,9,0.2,35.415
CA-2015-149734,12/27/2015,12/31/2015,Standard Class,SN-20710,77041,FUR-BO-10002545,532.3992,3,0.32,-46.9764
US-2017-119662,12/27/2015,12/31/2015,Standard Class,SN-20710,77041,FUR-CH-10004218,212.058,3,0.3,-15.147
CA-2017-140088,12/27/2015,12/31/2015,Standard Class,SN-20710,77041,TEC-PH-10000486,371.168,4,0.2,41.7564
CA-2017-155558,9/10/2017,9/15/2017,Standard Class,LC-16930,60540,TEC-PH-10004093,147.168,4,0.2,16.5564
CA-2016-159695,7/17/2016,7/22/2016,Standard Class,RA-19885,90049,OFF-ST-10003479,77.88,2,0,3.894
CA-2016-109806,9/19/2017,9/23/2017,Standard Class,ES-14080,32935,OFF-ST-10003282,95.616,2,0.2,9.5616
CA-2015-149587,3/11/2016,3/13/2016,First Class,ON-18715,55122,TEC-AC-10000171,45.98,2,0,19.7714
US-2017-109484,3/11/2016,3/13/2016,First Class,ON-18715,55122,OFF-BI-10003291,17.46,2,0,8.2062
CA-2017-161018,10/20/2014,10/25/2014,Second Class,PO-18865,48185,OFF-ST-10001713,211.96,4,0,8.4784
CA-2017-157833,6/20/2016,6/25/2016,Standard Class,LH-16900,19901,TEC-AC-10002167,45,3,0,4.95
CA-2016-149223,6/20/2016,6/25/2016,Standard Class,LH-16900,19901,TEC-PH-10003988,21.8,2,0,6.104
CA-2016-158568,4/18/2015,4/22/2015,Standard Class,DP-13000,47150,OFF-BI-10004410,38.22,6,0,17.9634
CA-2016-129903,4/18/2015,4/22/2015,Standard Class,DP-13000,47150,OFF-LA-10002762,75.18,6,0,35.3346
US-2015-156867,4/18/2015,4/22/2015,Standard Class,DP-13000,47150,FUR-FU-10001706,6.16,2,0,2.9568
CA-2017-119004,4/18/2015,4/22/2015,Standard Class,DP-13000,47150,FUR-CH-10003061,89.99,1,0,17.0981
CA-2015-129476,12/11/2016,12/17/2016,Standard Class,JM-15265,10024,OFF-FA-10000304,15.26,7,0,6.2566
CA-2017-146780,12/11/2016,12/17/2016,Standard Class,JM-15265,10024,TEC-PH-10002447,1029.95,5,0,298.6855
CA-2016-128867,6/17/2016,6/18/2016,First Class,TB-21055,12180,OFF-ST-10000604,208.56,6,0,52.14
CA-2014-115259,6/17/2016,6/18/2016,First Class,TB-21055,12180,OFF-PA-10001569,32.4,5,0,15.552
CA-2015-110457,6/17/2016,6/18/2016,First Class,TB-21055,12180,FUR-CH-10003968,319.41,5,0.1,7.098
US-2015-136476,6/17/2016,6/18/2016,First Class,TB-21055,12180,OFF-PA-10000587,14.56,2,0,6.9888
CA-2016-103730,6/17/2016,6/18/2016,First Class,TB-21055,12180,TEC-AC-10002167,30,2,0,3.3
US-2014-152030,6/17/2016,6/18/2016,First Class,TB-21055,12180,OFF-BI-10001460,48.48,4,0.2,16.362
US-2014-134614,6/17/2016,6/18/2016,First Class,TB-21055,12180,OFF-AR-10001868,1.68,1,0,0.84
US-2017-107272,11/24/2015,11/30/2015,Standard Class,KM-16720,90004,TEC-AC-10004633,13.98,2,0,6.1512
US-2016-125969,11/24/2015,11/30/2015,Standard Class,KM-16720,90004,OFF-BI-10001078,25.824,6,0.2,9.3612
US-2017-164147,11/24/2015,11/30/2015,Standard Class,KM-16720,90004,OFF-PA-10003892,146.73,3,0,68.9631
CA-2016-145583,11/24/2015,11/30/2015,Standard Class,KM-16720,90004,FUR-FU-10000397,79.76,4,0,22.3328
CA-2016-110366,4/30/2015,5/5/2015,Standard Class,PS-18970,60610,FUR-CH-10001146,213.115,5,0.3,-15.2225
CA-2017-106180,12/5/2014,12/10/2014,Standard Class,BS-11590,85234,OFF-AR-10002671,1113.024,8,0.2,111.3024
CA-2017-155376,12/5/2014,12/10/2014,Standard Class,BS-11590,85234,TEC-PH-10002726,167.968,4,0.2,62.988
CA-2015-110744,6/4/2016,6/6/2016,First Class,KD-16270,22153,OFF-PA-10000482,75.88,2,0,35.6636
CA-2014-110072,9/18/2016,9/23/2016,Standard Class,HM-14980,10009,OFF-BI-10004654,4.616,1,0.2,1.731
CA-2016-114489,9/14/2017,9/17/2017,Second Class,TB-21520,49201,OFF-PA-10004675,19.05,3,0,8.763
CA-2016-158834,4/26/2015,5/2/2015,Standard Class,JE-15745,38109,FUR-CH-10000513,831.936,8,0.2,-114.3912
CA-2015-124919,4/26/2015,5/2/2015,Standard Class,JE-15745,38109,FUR-FU-10003708,97.04,2,0.2,1.213
CA-2015-118948,4/26/2015,5/2/2015,Standard Class,JE-15745,38109,OFF-ST-10004123,72.784,1,0.2,-18.196
CA-2014-104269,12/9/2017,12/11/2017,First Class,KB-16600,77041,OFF-BI-10004182,1.248,3,0.8,-1.9344
CA-2016-114104,12/9/2017,12/11/2017,First Class,KB-16600,77041,FUR-FU-10000260,9.708,3,0.6,-5.8248
CA-2016-162733,12/9/2017,12/11/2017,First Class,KB-16600,77041,OFF-ST-10000615,27.24,3,0.2,2.724
CA-2015-119697,11/26/2014,12/1/2014,Second Class,JE-15745,77070,FUR-FU-10003194,19.3,5,0.6,-14.475
CA-2016-154508,6/12/2016,6/15/2016,First Class,SC-20770,35601,OFF-AP-10002118,208.16,1,0,56.2032
CA-2016-113817,6/12/2016,6/15/2016,First Class,SC-20770,35601,OFF-BI-10002309,16.74,3,0,8.0352
CA-2014-139892,10/12/2014,10/16/2014,Standard Class,DN-13690,94122,OFF-AR-10002053,14.9,5,0,4.172
CA-2014-118962,10/12/2014,10/16/2014,Standard Class,DN-13690,94122,OFF-ST-10002370,21.39,1,0,6.2031
US-2014-100853,9/3/2015,9/8/2015,Standard Class,JC-16105,27707,OFF-EN-10000927,200.984,7,0.2,62.8075
US-2017-152366,11/13/2017,11/16/2017,First Class,CS-12400,60623,OFF-ST-10003656,230.376,3,0.2,-48.9549
US-2015-101511,5/28/2017,5/30/2017,Second Class,PO-18865,29203,FUR-CH-10000863,301.96,2,0,33.2156
CA-2015-137225,10/26/2017,11/2/2017,Standard Class,PG-18895,55901,TEC-AC-10001998,19.99,1,0,6.7966
CA-2014-166191,10/26/2017,11/2/2017,Standard Class,PG-18895,55901,OFF-LA-10000134,6.16,2,0,2.9568
CA-2014-158274,4/5/2016,4/10/2016,Second Class,GM-14455,77095,OFF-ST-10003442,158.368,7,0.2,13.8572
CA-2016-105018,9/17/2016,9/22/2016,Standard Class,JS-15685,90036,OFF-AR-10004930,20.1,3,0,6.633
CA-2014-123260,9/17/2016,9/22/2016,Standard Class,JS-15685,90036,TEC-PH-10004093,73.584,2,0.2,8.2782
CA-2016-157000,9/17/2016,9/22/2016,Standard Class,JS-15685,90036,OFF-PA-10000304,6.48,1,0,3.1104
CA-2015-102281,1/31/2015,2/5/2015,Second Class,KB-16315,55407,OFF-PA-10003177,12.96,2,0,6.2208
CA-2015-131457,1/31/2015,2/5/2015,Second Class,KB-16315,55407,FUR-FU-10003799,53.34,3,0,16.5354
CA-2014-140004,1/31/2015,2/5/2015,Second Class,KB-16315,55407,OFF-BI-10002852,32.96,2,0,16.1504
CA-2017-107720,11/6/2017,11/12/2017,Standard Class,RB-19705,97206,OFF-BI-10004738,5.682,1,0.7,-3.788
US-2017-124303,11/9/2017,11/11/2017,Second Class,PN-18775,10009,FUR-FU-10000629,96.53,7,0,40.5426
CA-2017-105074,6/17/2017,6/20/2017,First Class,KD-16345,94122,OFF-BI-10001721,51.312,3,0.2,17.9592
CA-2014-133690,9/6/2016,9/11/2016,Standard Class,ER-13855,55106,OFF-AP-10000358,77.88,6,0,22.5852
US-2017-116701,8/29/2016,9/2/2016,Standard Class,RB-19465,60610,OFF-PA-10003256,64.624,7,0.2,22.6184
CA-2017-126382,8/29/2016,9/2/2016,Standard Class,RB-19465,60610,TEC-AC-10001767,95.976,3,0.2,-10.7973
CA-2017-108329,8/29/2016,9/2/2016,Standard Class,RB-19465,60610,OFF-BI-10002609,1.788,3,0.8,-3.0396
CA-2017-135860,12/1/2016,12/4/2016,Second Class,GZ-14470,55901,OFF-PA-10004040,23.92,4,0,11.7208
CA-2015-101007,11/13/2015,11/17/2015,Standard Class,LC-16870,80013,TEC-AC-10001552,238.896,6,0.2,-26.8758
CA-2015-146262,11/13/2015,11/17/2015,Standard Class,LC-16870,80013,FUR-FU-10004006,102.36,3,0.2,-3.8385
CA-2016-130162,11/13/2015,11/17/2015,Standard Class,LC-16870,80013,OFF-BI-10002794,36.882,3,0.7,-25.8174
CA-2015-169397,11/23/2017,11/28/2017,Standard Class,JM-15250,28205,TEC-AC-10003499,74.112,8,0.2,17.6016
CA-2015-163055,11/23/2017,11/28/2017,Standard Class,JM-15250,28205,TEC-PH-10002844,27.992,1,0.2,2.0994
US-2015-145436,11/23/2017,11/28/2017,Standard Class,JM-15250,28205,OFF-AR-10000390,3.304,1,0.2,1.0738
US-2014-156216,10/15/2015,10/20/2015,Standard Class,PA-19060,60462,TEC-AC-10000844,339.96,5,0.2,67.992
US-2017-100930,12/25/2017,12/30/2017,Standard Class,CV-12805,10035,FUR-FU-10001934,41.96,2,0,10.9096
CA-2017-160514,11/3/2016,11/10/2016,Standard Class,CL-12565,50322,OFF-AR-10000380,75.96,2,0,22.788
CA-2016-157749,11/3/2016,11/10/2016,Standard Class,CL-12565,50322,OFF-BI-10003981,27.24,6,0,13.3476
CA-2014-131926,8/25/2014,8/27/2014,Second Class,RC-19960,43229,OFF-FA-10000621,40.096,14,0.2,14.5348
CA-2016-154739,8/25/2014,8/27/2014,Second Class,RC-19960,43229,OFF-EN-10002600,4.72,2,0.2,1.652
CA-2016-145625,8/25/2014,8/27/2014,Second Class,RC-19960,43229,OFF-PA-10004965,23.976,3,0.2,7.4925
CA-2016-146941,8/25/2014,8/27/2014,Second Class,RC-19960,43229,OFF-EN-10002504,130.464,6,0.2,44.0316
US-2015-159982,3/2/2015,3/6/2015,Standard Class,DK-13090,98103,FUR-TA-10001768,787.53,3,0,165.3813
CA-2017-163139,4/5/2015,4/10/2015,Standard Class,GG-14650,37620,OFF-BI-10003650,157.794,1,0.7,-115.7156
US-2017-155299,6/12/2016,6/15/2016,First Class,SC-20725,19805,FUR-FU-10002157,47.04,3,0,18.3456
US-2014-106992,6/12/2016,6/15/2016,First Class,SC-20725,19805,OFF-BI-10003910,30.84,4,0,13.878
CA-2016-125318,6/12/2016,6/15/2016,First Class,SC-20725,19805,OFF-ST-10000777,226.56,6,0,63.4368
CA-2015-155040,6/12/2016,6/15/2016,First Class,SC-20725,19805,OFF-EN-10002500,115.02,9,0,51.759
CA-2017-136826,6/12/2016,6/15/2016,First Class,SC-20725,19805,TEC-PH-10003875,68.04,7,0,19.7316
CA-2016-111010,12/26/2014,12/28/2014,Second Class,AD-10180,77041,FUR-CH-10004063,600.558,3,0.3,-8.5794
US-2017-145366,9/20/2014,9/25/2014,Standard Class,PF-19165,61701,FUR-TA-10004534,617.7,6,0.5,-407.682
CA-2017-163979,11/5/2017,11/12/2017,Standard Class,TS-21610,85023,OFF-BI-10003274,2.388,2,0.7,-1.8308
CA-2015-155334,11/5/2017,11/12/2017,Standard Class,TS-21610,85023,OFF-ST-10002974,243.992,7,0.2,30.499
CA-2017-118136,11/6/2016,11/10/2016,Second Class,LS-16975,90004,FUR-CH-10001146,81.424,2,0.2,-9.1602
CA-2017-132976,11/6/2016,11/10/2016,Second Class,LS-16975,90004,FUR-FU-10003773,238.56,3,0,26.2416
US-2015-161991,2/2/2017,2/5/2017,First Class,DW-13585,43229,TEC-PH-10002293,59.97,5,0.4,-11.994
CA-2015-130890,2/2/2017,2/5/2017,First Class,DW-13585,43229,OFF-PA-10002377,78.304,2,0.2,29.364
CA-2015-130883,2/2/2017,2/5/2017,First Class,DW-13585,43229,OFF-FA-10002780,21.456,9,0.2,6.9732
CA-2016-112697,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-PA-10001804,20.04,3,0,9.6192
CA-2016-110772,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-PA-10001736,35.44,1,0,16.6568
CA-2014-111451,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-AR-10001149,11.52,4,0,3.456
CA-2016-142545,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-FA-10002988,4.02,2,0,1.9698
US-2017-152380,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-BI-10004781,76.176,3,0.2,26.6616
CA-2015-144253,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,OFF-SU-10001218,65.88,6,0,18.4464
CA-2014-130960,10/13/2016,10/19/2016,Standard Class,LC-16885,95661,FUR-FU-10001706,43.12,14,0,20.6976
CA-2014-111003,9/5/2016,9/7/2016,Second Class,JD-15895,19140,FUR-FU-10004848,82.8,2,0.2,10.35
CA-2017-126774,9/18/2017,9/23/2017,Standard Class,SH-19975,94122,OFF-AR-10000940,8.82,3,0,2.3814
CA-2016-142902,9/18/2017,9/23/2017,Standard Class,SH-19975,94122,OFF-EN-10004030,10.86,3,0,5.1042
CA-2014-120887,9/18/2017,9/23/2017,Standard Class,SH-19975,94122,OFF-PA-10004327,143.7,3,0,68.976
CA-2014-167850,12/22/2017,12/27/2017,Standard Class,SG-20080,64055,OFF-AP-10001058,839.43,3,0,218.2518
CA-2014-164259,9/7/2015,9/12/2015,Standard Class,HA-14920,91104,OFF-ST-10003656,671.93,7,0,20.1579
CA-2014-164973,10/22/2014,10/28/2014,Standard Class,MG-17680,43055,FUR-FU-10000521,93.888,4,0.2,12.9096
CA-2014-156601,12/5/2016,12/9/2016,Standard Class,JE-16165,53132,TEC-PH-10000215,384.45,11,0,103.8015
CA-2016-162138,12/5/2016,12/9/2016,Standard Class,JE-16165,53132,TEC-PH-10001448,149.97,3,0,5.9988
CA-2017-153339,12/5/2016,12/9/2016,Standard Class,JE-16165,53132,FUR-CH-10000454,1951.84,8,0,585.552
US-2016-141544,12/5/2016,12/9/2016,Standard Class,JE-16165,53132,OFF-BI-10002735,171.55,5,0,80.6285
US-2016-150147,3/13/2016,3/16/2016,First Class,TW-21025,85254,OFF-AP-10000326,157.92,5,0.2,17.766
CA-2015-137946,3/13/2016,3/16/2016,First Class,TW-21025,85254,TEC-PH-10001254,203.184,2,0.2,15.2388
CA-2014-129924,5/31/2015,6/2/2015,First Class,SP-20650,95123,OFF-PA-10001950,58.38,7,0,26.271
CA-2015-128167,5/31/2015,6/2/2015,First Class,SP-20650,95123,OFF-PA-10002254,105.52,4,0,48.5392
CA-2014-122336,5/31/2015,6/2/2015,First Class,SP-20650,95123,OFF-ST-10001590,80.88,6,0,21.0288
US-2015-120712,5/28/2015,6/3/2015,Standard Class,NK-18490,98105,OFF-AR-10001547,6.63,3,0,1.7901
CA-2017-169901,3/1/2014,3/6/2014,Second Class,DB-13060,98115,FUR-CH-10004063,457.568,2,0.2,51.4764
CA-2017-134306,11/20/2016,11/24/2016,Standard Class,NP-18670,73034,OFF-LA-10002475,14.62,2,0,6.8714
CA-2016-129714,11/20/2016,11/24/2016,Standard Class,NP-18670,73034,TEC-PH-10004536,944.93,7,0,236.2325
CA-2016-138520,5/11/2016,5/12/2016,First Class,TT-21070,90045,OFF-PA-10002751,5.98,1,0,2.691
CA-2016-130001,12/28/2015,12/31/2015,Second Class,EM-13960,19134,TEC-AC-10003657,54.384,2,0.2,1.3596
CA-2017-155698,11/16/2016,11/20/2016,Standard Class,RD-19900,88220,OFF-EN-10001990,28.4,5,0,13.348
CA-2017-144904,11/7/2016,11/11/2016,Standard Class,MJ-17740,98115,OFF-BI-10004002,27.68,2,0.2,9.688
CA-2014-123344,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,OFF-AR-10004441,9.936,3,0.2,2.7324
CA-2016-155516,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,TEC-MA-10000822,8159.952,8,0.4,-1359.992
CA-2017-104745,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,OFF-ST-10000991,275.928,3,0.2,-58.6347
US-2014-119137,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,FUR-CH-10004287,1740.06,9,0.3,-24.858
US-2016-134656,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,OFF-AR-10002656,32.064,6,0.2,6.8136
US-2017-134481,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,OFF-AP-10002518,177.98,5,0.8,-453.849
CA-2015-130792,9/8/2014,9/12/2014,Standard Class,BM-11140,78207,TEC-PH-10003931,143.976,3,0.2,8.9985
CA-2016-134775,8/5/2014,8/9/2014,Standard Class,CS-12130,90004,OFF-PA-10000659,20.94,3,0,9.8418
CA-2015-125395,8/5/2014,8/9/2014,Standard Class,CS-12130,90004,OFF-PA-10001144,110.96,2,0,53.2608
US-2015-168935,8/5/2014,8/9/2014,Standard Class,CS-12130,90004,FUR-CH-10003817,340.144,7,0.2,21.259
CA-2015-122756,9/14/2014,9/19/2014,Standard Class,JB-15400,60623,OFF-AP-10000891,52.448,2,0.8,-131.12
CA-2014-115973,9/14/2014,9/19/2014,Standard Class,JB-15400,60623,OFF-LA-10003148,20.16,4,0.2,6.552
CA-2017-101798,4/21/2017,4/25/2017,Second Class,SJ-20500,77036,OFF-AP-10002684,97.264,4,0.8,-243.16
US-2014-135972,11/21/2015,11/23/2015,Second Class,JE-15745,43055,FUR-CH-10004698,396.802,7,0.3,-11.3372
US-2014-134971,11/21/2015,11/23/2015,Second Class,JE-15745,43055,OFF-SU-10002189,15.88,5,0.2,-3.7715
CA-2017-102946,12/15/2015,12/19/2015,Standard Class,JK-15640,10009,OFF-AR-10001940,3.28,1,0,1.4104
CA-2017-165603,12/5/2014,12/9/2014,Second Class,DK-13150,62521,OFF-ST-10003455,24.816,2,0.2,1.8612
CA-2015-122259,12/5/2014,12/9/2014,Second Class,DK-13150,62521,TEC-AC-10004659,408.744,7,0.2,76.6395
CA-2016-108987,11/19/2014,11/24/2014,Second Class,RM-19675,71203,TEC-PH-10003273,503.96,4,0,131.0296
CA-2014-113166,11/19/2014,11/24/2014,Second Class,RM-19675,71203,TEC-PH-10004896,149.95,5,0,41.986
CA-2014-155208,11/19/2014,11/24/2014,Second Class,RM-19675,71203,TEC-AC-10002345,29,2,0,7.25
CA-2017-117933,11/28/2016,12/2/2016,Standard Class,SK-19990,6824,OFF-BI-10001890,7.16,2,0,3.4368
CA-2017-117457,8/26/2014,8/30/2014,Standard Class,FM-14290,90032,TEC-AC-10002323,176.8,8,0,22.984
CA-2017-142636,7/16/2016,7/22/2016,Standard Class,AM-10360,75051,OFF-ST-10001328,37.224,3,0.2,3.7224
CA-2017-122105,7/16/2016,7/22/2016,Standard Class,AM-10360,75051,OFF-PA-10001950,20.016,3,0.2,6.255
CA-2016-148796,10/12/2015,10/14/2015,First Class,MP-17470,10035,FUR-BO-10002613,899.136,4,0.2,112.392
CA-2017-154816,10/12/2015,10/14/2015,First Class,MP-17470,10035,TEC-PH-10001552,71.76,6,0,20.0928
CA-2017-110478,10/12/2015,10/14/2015,First Class,MP-17470,10035,OFF-PA-10000061,51.84,8,0,24.8832
CA-2014-142048,10/12/2015,10/14/2015,First Class,MP-17470,10035,FUR-BO-10002545,626.352,3,0.2,46.9764
CA-2017-125388,10/12/2015,10/14/2015,First Class,MP-17470,10035,OFF-AR-10003514,19.9,5,0,6.567
CA-2017-155705,10/31/2015,11/6/2015,Standard Class,MZ-17515,92374,OFF-EN-10001509,14.28,7,0,6.7116
CA-2017-149160,3/21/2014,3/25/2014,Standard Class,CB-12025,45011,OFF-AR-10004685,7.408,2,0.2,1.2038
CA-2014-101476,3/21/2014,3/25/2014,Standard Class,CB-12025,45011,OFF-AR-10004027,6.048,3,0.2,1.5876
CA-2017-152275,11/6/2017,11/13/2017,Standard Class,VM-21685,7090,OFF-ST-10001414,46.26,3,0,12.0276
US-2016-123750,7/6/2017,7/13/2017,Standard Class,FH-14365,19120,OFF-BI-10000343,2.946,2,0.7,-2.2586
CA-2016-127369,7/6/2017,7/13/2017,Standard Class,FH-14365,19120,OFF-PA-10002749,16.056,3,0.2,5.8203
US-2014-150574,6/24/2017,6/29/2017,Standard Class,MB-17305,44312,OFF-PA-10002666,21.744,3,0.2,6.795
CA-2016-147375,8/3/2014,8/5/2014,First Class,BS-11755,80219,FUR-TA-10004289,218.75,2,0.5,-161.875
CA-2017-130043,8/3/2014,8/5/2014,First Class,BS-11755,80219,OFF-AP-10003622,2.6,1,0.2,0.2925
CA-2017-157252,12/17/2017,12/21/2017,Second Class,LC-17140,75220,OFF-AP-10003217,66.284,2,0.8,-178.9668
CA-2016-115756,6/3/2017,6/7/2017,Standard Class,HK-14890,37064,FUR-FU-10002960,35.168,7,0.2,9.6712
CA-2017-154214,12/9/2017,12/14/2017,Standard Class,LE-16810,90604,TEC-PH-10001918,444.768,4,0.2,44.4768
CA-2016-166674,12/1/2017,12/7/2017,Standard Class,JH-15985,48601,OFF-ST-10000642,83.92,4,0,5.8744
CA-2017-147277,12/1/2017,12/7/2017,Standard Class,JH-15985,48601,TEC-PH-10001700,131.98,2,0,35.6346
CA-2016-100153,12/1/2017,12/7/2017,Standard Class,JH-15985,48601,OFF-BI-10003274,15.92,4,0,7.4824
US-2014-110674,12/1/2017,12/7/2017,Standard Class,JH-15985,48601,OFF-FA-10000134,52.29,9,0,16.2099
US-2016-157945,12/1/2017,12/7/2017,Standard Class,JH-15985,48601,OFF-ST-10001522,91.99,1,0,3.6796
CA-2015-109638,2/9/2015,2/13/2015,Second Class,MS-17980,75220,TEC-AC-10001266,20.8,2,0.2,6.5
CA-2016-109869,1/2/2015,1/9/2015,Standard Class,VW-21775,44256,OFF-LA-10004544,23.68,2,0.2,8.88
US-2015-101399,1/2/2015,1/9/2015,Standard Class,VW-21775,44256,FUR-BO-10004695,452.45,5,0.5,-244.323
CA-2017-154907,1/2/2015,1/9/2015,Standard Class,VW-21775,44256,TEC-PH-10002844,62.982,3,0.4,-14.6958
US-2016-100419,1/2/2015,1/9/2015,Standard Class,VW-21775,44256,TEC-MA-10000864,1188,9,0.7,-950.4
CA-2015-154144,1/2/2015,1/9/2015,Standard Class,VW-21775,44256,TEC-AC-10000109,89.584,2,0.2,4.4792
CA-2014-144666,10/28/2016,11/1/2016,Standard Class,JH-15910,90032,OFF-ST-10001328,93.06,6,0,26.0568
CA-2016-103891,10/28/2016,11/1/2016,Standard Class,JH-15910,90032,TEC-PH-10002563,302.376,3,0.2,22.6782
CA-2016-152632,12/24/2015,12/27/2015,First Class,JB-15925,43017,OFF-FA-10000585,5.584,2,0.2,1.8148
CA-2016-100790,12/24/2015,12/27/2015,First Class,JB-15925,43017,OFF-PA-10004000,22.704,6,0.2,8.2302
CA-2014-134677,12/24/2015,12/27/2015,First Class,JB-15925,43017,OFF-BI-10002852,19.776,4,0.7,-13.8432
CA-2014-127691,12/24/2015,12/27/2015,First Class,JB-15925,43017,FUR-FU-10000087,72.704,4,0.2,19.0848
